scenario,repetition,target_user,authorized_attempt,legacy_authenticated,secure_authenticated,legacy_unauthorized_access,secure_unauthorized_access,legacy_rows_exposed,secure_rows_exposed,database_intact
valid_credentials,1,student_010,True,True,True,False,False,1,1,True
valid_credentials,2,student_010,True,True,True,False,False,1,1,True
valid_credentials,3,student_010,True,True,True,False,False,1,1,True
valid_credentials,4,student_010,True,True,True,False,False,1,1,True
valid_credentials,1,student_011,True,True,True,False,False,1,1,True
valid_credentials,2,student_011,True,True,True,False,False,1,1,True
valid_credentials,3,student_011,True,True,True,False,False,1,1,True
valid_credentials,4,student_011,True,True,True,False,False,1,1,True
valid_credentials,1,student_012,True,True,True,False,False,1,1,True
valid_credentials,2,student_012,True,True,True,False,False,1,1,True
valid_credentials,3,student_012,True,True,True,False,False,1,1,True
valid_credentials,4,student_012,True,True,True,False,False,1,1,True
valid_credentials,1,student_013,True,True,True,False,False,1,1,True
valid_credentials,2,student_013,True,True,True,False,False,1,1,True
valid_credentials,3,student_013,True,True,True,False,False,1,1,True
valid_credentials,4,student_013,True,True,True,False,False,1,1,True
valid_credentials,1,student_014,True,True,True,False,False,1,1,True
valid_credentials,2,student_014,True,True,True,False,False,1,1,True
valid_credentials,3,student_014,True,True,True,False,False,1,1,True
valid_credentials,4,student_014,True,True,True,False,False,1,1,True
valid_credentials,1,student_015,True,True,True,False,False,1,1,True
valid_credentials,2,student_015,True,True,True,False,False,1,1,True
valid_credentials,3,student_015,True,True,True,False,False,1,1,True
valid_credentials,4,student_015,True,True,True,False,False,1,1,True
valid_credentials,1,student_016,True,True,True,False,False,1,1,True
valid_credentials,2,student_016,True,True,True,False,False,1,1,True
valid_credentials,3,student_016,True,True,True,False,False,1,1,True
valid_credentials,4,student_016,True,True,True,False,False,1,1,True
valid_credentials,1,student_017,True,True,True,False,False,1,1,True
valid_credentials,2,student_017,True,True,True,False,False,1,1,True
valid_credentials,3,student_017,True,True,True,False,False,1,1,True
valid_credentials,4,student_017,True,True,True,False,False,1,1,True
valid_credentials,1,student_018,True,True,True,False,False,1,1,True
valid_credentials,2,student_018,True,True,True,False,False,1,1,True
valid_credentials,3,student_018,True,True,True,False,False,1,1,True
valid_credentials,4,student_018,True,True,True,False,False,1,1,True
valid_credentials,1,student_019,True,True,True,False,False,1,1,True
valid_credentials,2,student_019,True,True,True,False,False,1,1,True
valid_credentials,3,student_019,True,True,True,False,False,1,1,True
valid_credentials,4,student_019,True,True,True,False,False,1,1,True
valid_credentials,1,student_020,True,True,True,False,False,1,1,True
valid_credentials,2,student_020,True,True,True,False,False,1,1,True
valid_credentials,3,student_020,True,True,True,False,False,1,1,True
valid_credentials,4,student_020,True,True,True,False,False,1,1,True
valid_credentials,1,student_021,True,True,True,False,False,1,1,True
valid_credentials,2,student_021,True,True,True,False,False,1,1,True
valid_credentials,3,student_021,True,True,True,False,False,1,1,True
valid_credentials,4,student_021,True,True,True,False,False,1,1,True
valid_credentials,1,student_022,True,True,True,False,False,1,1,True
valid_credentials,2,student_022,True,True,True,False,False,1,1,True
valid_credentials,3,student_022,True,True,True,False,False,1,1,True
valid_credentials,4,student_022,True,True,True,False,False,1,1,True
valid_credentials,1,student_023,True,True,True,False,False,1,1,True
valid_credentials,2,student_023,True,True,True,False,False,1,1,True
valid_credentials,3,student_023,True,True,True,False,False,1,1,True
valid_credentials,4,student_023,True,True,True,False,False,1,1,True
valid_credentials,1,student_024,True,True,True,False,False,1,1,True
valid_credentials,2,student_024,True,True,True,False,False,1,1,True
valid_credentials,3,student_024,True,True,True,False,False,1,1,True
valid_credentials,4,student_024,True,True,True,False,False,1,1,True
wrong_password,1,student_000,False,False,False,False,False,0,0,True
wrong_password,2,student_000,False,False,False,False,False,0,0,True
wrong_password,3,student_000,False,False,False,False,False,0,0,True
wrong_password,4,student_000,False,False,False,False,False,0,0,True
wrong_password,1,student_001,False,False,False,False,False,0,0,True
wrong_password,2,student_001,False,False,False,False,False,0,0,True
wrong_password,3,student_001,False,False,False,False,False,0,0,True
wrong_password,4,student_001,False,False,False,False,False,0,0,True
wrong_password,1,student_002,False,False,False,False,False,0,0,True
wrong_password,2,student_002,False,False,False,False,False,0,0,True
wrong_password,3,student_002,False,False,False,False,False,0,0,True
wrong_password,4,student_002,False,False,False,False,False,0,0,True
wrong_password,1,student_003,False,False,False,False,False,0,0,True
wrong_password,2,student_003,False,False,False,False,False,0,0,True
wrong_password,3,student_003,False,False,False,False,False,0,0,True
wrong_password,4,student_003,False,False,False,False,False,0,0,True
wrong_password,1,student_004,False,False,False,False,False,0,0,True
wrong_password,2,student_004,False,False,False,False,False,0,0,True
wrong_password,3,student_004,False,False,False,False,False,0,0,True
wrong_password,4,student_004,False,False,False,False,False,0,0,True
wrong_password,1,student_005,False,False,False,False,False,0,0,True
wrong_password,2,student_005,False,False,False,False,False,0,0,True
wrong_password,3,student_005,False,False,False,False,False,0,0,True
wrong_password,4,student_005,False,False,False,False,False,0,0,True
wrong_password,1,student_006,False,False,False,False,False,0,0,True
wrong_password,2,student_006,False,False,False,False,False,0,0,True
wrong_password,3,student_006,False,False,False,False,False,0,0,True
wrong_password,4,student_006,False,False,False,False,False,0,0,True
wrong_password,1,student_007,False,False,False,False,False,0,0,True
wrong_password,2,student_007,False,False,False,False,False,0,0,True
wrong_password,3,student_007,False,False,False,False,False,0,0,True
wrong_password,4,student_007,False,False,False,False,False,0,0,True
wrong_password,1,student_008,False,False,False,False,False,0,0,True
wrong_password,2,student_008,False,False,False,False,False,0,0,True
wrong_password,3,student_008,False,False,False,False,False,0,0,True
wrong_password,4,student_008,False,False,False,False,False,0,0,True
wrong_password,1,student_009,False,False,False,False,False,0,0,True
wrong_password,2,student_009,False,False,False,False,False,0,0,True
wrong_password,3,student_009,False,False,False,False,False,0,0,True
wrong_password,4,student_009,False,False,False,False,False,0,0,True
wrong_password,1,student_010,False,False,False,False,False,0,0,True
wrong_password,2,student_010,False,False,False,False,False,0,0,True
wrong_password,3,student_010,False,False,False,False,False,0,0,True
wrong_password,4,student_010,False,False,False,False,False,0,0,True
wrong_password,1,student_011,False,False,False,False,False,0,0,True
wrong_password,2,student_011,False,False,False,False,False,0,0,True
wrong_password,3,student_011,False,False,False,False,False,0,0,True
wrong_password,4,student_011,False,False,False,False,False,0,0,True
wrong_password,1,student_012,False,False,False,False,False,0,0,True
wrong_password,2,student_012,False,False,False,False,False,0,0,True
wrong_password,3,student_012,False,False,False,False,False,0,0,True
wrong_password,4,student_012,False,False,False,False,False,0,0,True
wrong_password,1,student_013,False,False,False,False,False,0,0,True
wrong_password,2,student_013,False,False,False,False,False,0,0,True
wrong_password,3,student_013,False,False,False,False,False,0,0,True
wrong_password,4,student_013,False,False,False,False,False,0,0,True
wrong_password,1,student_014,False,False,False,False,False,0,0,True
wrong_password,2,student_014,False,False,False,False,False,0,0,True
wrong_password,3,student_014,False,False,False,False,False,0,0,True
wrong_password,4,student_014,False,False,False,False,False,0,0,True
wrong_password,1,student_015,False,False,False,False,False,0,0,True
wrong_password,2,student_015,False,False,False,False,False,0,0,True
wrong_password,3,student_015,False,False,False,False,False,0,0,True
wrong_password,4,student_015,False,False,False,False,False,0,0,True
wrong_password,1,student_016,False,False,False,False,False,0,0,True
wrong_password,2,student_016,False,False,False,False,False,0,0,True
wrong_password,3,student_016,False,False,False,False,False,0,0,True
wrong_password,4,student_016,False,False,False,False,False,0,0,True
wrong_password,1,student_017,False,False,False,False,False,0,0,True
wrong_password,2,student_017,False,False,False,False,False,0,0,True
wrong_password,3,student_017,False,False,False,False,False,0,0,True
wrong_password,4,student_017,False,False,False,False,False,0,0,True
wrong_password,1,student_018,False,False,False,False,False,0,0,True
wrong_password,2,student_018,False,False,False,False,False,0,0,True
wrong_password,3,student_018,False,False,False,False,False,0,0,True
wrong_password,4,student_018,False,False,False,False,False,0,0,True
wrong_password,1,student_019,False,False,False,False,False,0,0,True
wrong_password,2,student_019,False,False,False,False,False,0,0,True
wrong_password,3,student_019,False,False,False,False,False,0,0,True
wrong_password,4,student_019,False,False,False,False,False,0,0,True
wrong_password,1,student_020,False,False,False,False,False,0,0,True
wrong_password,2,student_020,False,False,False,False,False,0,0,True
wrong_password,3,student_020,False,False,False,False,False,0,0,True
wrong_password,4,student_020,False,False,False,False,False,0,0,True
wrong_password,1,student_021,False,False,False,False,False,0,0,True
wrong_password,2,student_021,False,False,False,False,False,0,0,True
wrong_password,3,student_021,False,False,False,False,False,0,0,True
wrong_password,4,student_021,False,False,False,False,False,0,0,True
wrong_password,1,student_022,False,False,False,False,False,0,0,True
wrong_password,2,student_022,False,False,False,False,False,0,0,True
wrong_password,3,student_022,False,False,False,False,False,0,0,True
wrong_password,4,student_022,False,False,False,False,False,0,0,True
wrong_password,1,student_023,False,False,False,False,False,0,0,True
wrong_password,2,student_023,False,False,False,False,False,0,0,True
wrong_password,3,student_023,False,False,False,False,False,0,0,True
wrong_password,4,student_023,False,False,False,False,False,0,0,True
wrong_password,1,student_024,False,False,False,False,False,0,0,True
wrong_password,2,student_024,False,False,False,False,False,0,0,True
wrong_password,3,student_024,False,False,False,False,False,0,0,True
wrong_password,4,student_024,False,False,False,False,False,0,0,True
username_tautology,1,student_000,False,True,False,True,False,1,0,True
username_tautology,2,student_000,False,True,False,True,False,1,0,True
username_tautology,3,student_000,False,True,False,True,False,1,0,True
username_tautology,4,student_000,False,True,False,True,False,1,0,True
username_tautology,1,student_001,False,True,False,True,False,1,0,True
username_tautology,2,student_001,False,True,False,True,False,1,0,True
username_tautology,3,student_001,False,True,False,True,False,1,0,True
username_tautology,4,student_001,False,True,False,True,False,1,0,True
username_tautology,1,student_002,False,True,False,True,False,1,0,True
username_tautology,2,student_002,False,True,False,True,False,1,0,True
username_tautology,3,student_002,False,True,False,True,False,1,0,True
username_tautology,4,student_002,False,True,False,True,False,1,0,True
username_tautology,1,student_003,False,True,False,True,False,1,0,True
username_tautology,2,student_003,False,True,False,True,False,1,0,True
username_tautology,3,student_003,False,True,False,True,False,1,0,True
username_tautology,4,student_003,False,True,False,True,False,1,0,True
username_tautology,1,student_004,False,True,False,True,False,1,0,True
username_tautology,2,student_004,False,True,False,True,False,1,0,True
username_tautology,3,student_004,False,True,False,True,False,1,0,True
username_tautology,4,student_004,False,True,False,True,False,1,0,True
username_tautology,1,student_005,False,True,False,True,False,1,0,True
username_tautology,2,student_005,False,True,False,True,False,1,0,True
username_tautology,3,student_005,False,True,False,True,False,1,0,True
username_tautology,4,student_005,False,True,False,True,False,1,0,True
username_tautology,1,student_006,False,True,False,True,False,1,0,True
username_tautology,2,student_006,False,True,False,True,False,1,0,True
username_tautology,3,student_006,False,True,False,True,False,1,0,True
username_tautology,4,student_006,False,True,False,True,False,1,0,True
username_tautology,1,student_007,False,True,False,True,False,1,0,True
username_tautology,2,student_007,False,True,False,True,False,1,0,True
username_tautology,3,student_007,False,True,False,True,False,1,0,True
username_tautology,4,student_007,False,True,False,True,False,1,0,True
username_tautology,1,student_008,False,True,False,True,False,1,0,True
username_tautology,2,student_008,False,True,False,True,False,1,0,True
username_tautology,3,student_008,False,True,False,True,False,1,0,True
username_tautology,4,student_008,False,True,False,True,False,1,0,True
username_tautology,1,student_009,False,True,False,True,False,1,0,True
username_tautology,2,student_009,False,True,False,True,False,1,0,True
username_tautology,3,student_009,False,True,False,True,False,1,0,True
username_tautology,4,student_009,False,True,False,True,False,1,0,True
username_tautology,1,student_010,False,True,False,True,False,1,0,True
username_tautology,2,student_010,False,True,False,True,False,1,0,True
username_tautology,3,student_010,False,True,False,True,False,1,0,True
username_tautology,4,student_010,False,True,False,True,False,1,0,True
username_tautology,1,student_011,False,True,False,True,False,1,0,True
username_tautology,2,student_011,False,True,False,True,False,1,0,True
username_tautology,3,student_011,False,True,False,True,False,1,0,True
username_tautology,4,student_011,False,True,False,True,False,1,0,True
username_tautology,1,student_012,False,True,False,True,False,1,0,True
username_tautology,2,student_012,False,True,False,True,False,1,0,True
username_tautology,3,student_012,False,True,False,True,False,1,0,True
username_tautology,4,student_012,False,True,False,True,False,1,0,True
username_tautology,1,student_013,False,True,False,True,False,1,0,True
username_tautology,2,student_013,False,True,False,True,False,1,0,True
username_tautology,3,student_013,False,True,False,True,False,1,0,True
username_tautology,4,student_013,False,True,False,True,False,1,0,True
username_tautology,1,student_014,False,True,False,True,False,1,0,True
username_tautology,2,student_014,False,True,False,True,False,1,0,True
username_tautology,3,student_014,False,True,False,True,False,1,0,True
username_tautology,4,student_014,False,True,False,True,False,1,0,True
username_tautology,1,student_015,False,True,False,True,False,1,0,True
username_tautology,2,student_015,False,True,False,True,False,1,0,True
username_tautology,3,student_015,False,True,False,True,False,1,0,True
username_tautology,4,student_015,False,True,False,True,False,1,0,True
username_tautology,1,student_016,False,True,False,True,False,1,0,True
username_tautology,2,student_016,False,True,False,True,False,1,0,True
username_tautology,3,student_016,False,True,False,True,False,1,0,True
username_tautology,4,student_016,False,True,False,True,False,1,0,True
username_tautology,1,student_017,False,True,False,True,False,1,0,True
username_tautology,2,student_017,False,True,False,True,False,1,0,True
username_tautology,3,student_017,False,True,False,True,False,1,0,True
username_tautology,4,student_017,False,True,False,True,False,1,0,True
username_tautology,1,student_018,False,True,False,True,False,1,0,True
username_tautology,2,student_018,False,True,False,True,False,1,0,True
username_tautology,3,student_018,False,True,False,True,False,1,0,True
username_tautology,4,student_018,False,True,False,True,False,1,0,True
username_tautology,1,student_019,False,True,False,True,False,1,0,True
username_tautology,2,student_019,False,True,False,True,False,1,0,True
username_tautology,3,student_019,False,True,False,True,False,1,0,True
username_tautology,4,student_019,False,True,False,True,False,1,0,True
username_tautology,1,student_020,False,True,False,True,False,1,0,True
username_tautology,2,student_020,False,True,False,True,False,1,0,True
username_tautology,3,student_020,False,True,False,True,False,1,0,True
username_tautology,4,student_020,False,True,False,True,False,1,0,True
username_tautology,1,student_021,False,True,False,True,False,1,0,True
username_tautology,2,student_021,False,True,False,True,False,1,0,True
username_tautology,3,student_021,False,True,False,True,False,1,0,True
username_tautology,4,student_021,False,True,False,True,False,1,0,True
username_tautology,1,student_022,False,True,False,True,False,1,0,True
username_tautology,2,student_022,False,True,False,True,False,1,0,True
username_tautology,3,student_022,False,True,False,True,False,1,0,True
username_tautology,4,student_022,False,True,False,True,False,1,0,True
username_tautology,1,student_023,False,True,False,True,False,1,0,True
username_tautology,2,student_023,False,True,False,True,False,1,0,True
username_tautology,3,student_023,False,True,False,True,False,1,0,True
username_tautology,4,student_023,False,True,False,True,False,1,0,True
username_tautology,1,student_024,False,True,False,True,False,1,0,True
username_tautology,2,student_024,False,True,False,True,False,1,0,True
username_tautology,3,student_024,False,True,False,True,False,1,0,True
username_tautology,4,student_024,False,True,False,True,False,1,0,True
password_tautology,1,student_000,False,True,False,True,False,1,0,True
password_tautology,2,student_000,False,True,False,True,False,1,0,True
password_tautology,3,student_000,False,True,False,True,False,1,0,True
password_tautology,4,student_000,False,True,False,True,False,1,0,True
password_tautology,1,student_001,False,True,False,True,False,1,0,True
password_tautology,2,student_001,False,True,False,True,False,1,0,True
password_tautology,3,student_001,False,True,False,True,False,1,0,True
password_tautology,4,student_001,False,True,False,True,False,1,0,True
password_tautology,1,student_002,False,True,False,True,False,1,0,True
password_tautology,2,student_002,False,True,False,True,False,1,0,True
password_tautology,3,student_002,False,True,False,True,False,1,0,True
password_tautology,4,student_002,False,True,False,True,False,1,0,True
password_tautology,1,student_003,False,True,False,True,False,1,0,True
password_tautology,2,student_003,False,True,False,True,False,1,0,True
password_tautology,3,student_003,False,True,False,True,False,1,0,True
password_tautology,4,student_003,False,True,False,True,False,1,0,True
password_tautology,1,student_004,False,True,False,True,False,1,0,True
password_tautology,2,student_004,False,True,False,True,False,1,0,True
password_tautology,3,student_004,False,True,False,True,False,1,0,True
password_tautology,4,student_004,False,True,False,True,False,1,0,True
password_tautology,1,student_005,False,True,False,True,False,1,0,True
password_tautology,2,student_005,False,True,False,True,False,1,0,True
password_tautology,3,student_005,False,True,False,True,False,1,0,True
password_tautology,4,student_005,False,True,False,True,False,1,0,True
password_tautology,1,student_006,False,True,False,True,False,1,0,True
password_tautology,2,student_006,False,True,False,True,False,1,0,True
password_tautology,3,student_006,False,True,False,True,False,1,0,True
password_tautology,4,student_006,False,True,False,True,False,1,0,True
password_tautology,1,student_007,False,True,False,True,False,1,0,True
password_tautology,2,student_007,False,True,False,True,False,1,0,True
password_tautology,3,student_007,False,True,False,True,False,1,0,True
password_tautology,4,student_007,False,True,False,True,False,1,0,True
password_tautology,1,student_008,False,True,False,True,False,1,0,True
password_tautology,2,student_008,False,True,False,True,False,1,0,True
password_tautology,3,student_008,False,True,False,True,False,1,0,True
password_tautology,4,student_008,False,True,False,True,False,1,0,True
password_tautology,1,student_009,False,True,False,True,False,1,0,True
password_tautology,2,student_009,False,True,False,True,False,1,0,True
password_tautology,3,student_009,False,True,False,True,False,1,0,True
password_tautology,4,student_009,False,True,False,True,False,1,0,True
password_tautology,1,student_010,False,True,False,True,False,1,0,True
password_tautology,2,student_010,False,True,False,True,False,1,0,True
password_tautology,3,student_010,False,True,False,True,False,1,0,True
password_tautology,4,student_010,False,True,False,True,False,1,0,True
password_tautology,1,student_011,False,True,False,True,False,1,0,True
password_tautology,2,student_011,False,True,False,True,False,1,0,True
password_tautology,3,student_011,False,True,False,True,False,1,0,True
password_tautology,4,student_011,False,True,False,True,False,1,0,True
password_tautology,1,student_012,False,True,False,True,False,1,0,True
password_tautology,2,student_012,False,True,False,True,False,1,0,True
password_tautology,3,student_012,False,True,False,True,False,1,0,True
password_tautology,4,student_012,False,True,False,True,False,1,0,True
password_tautology,1,student_013,False,True,False,True,False,1,0,True
password_tautology,2,student_013,False,True,False,True,False,1,0,True
password_tautology,3,student_013,False,True,False,True,False,1,0,True
password_tautology,4,student_013,False,True,False,True,False,1,0,True
password_tautology,1,student_014,False,True,False,True,False,1,0,True
password_tautology,2,student_014,False,True,False,True,False,1,0,True
password_tautology,3,student_014,False,True,False,True,False,1,0,True
password_tautology,4,student_014,False,True,False,True,False,1,0,True
password_tautology,1,student_015,False,True,False,True,False,1,0,True
password_tautology,2,student_015,False,True,False,True,False,1,0,True
password_tautology,3,student_015,False,True,False,True,False,1,0,True
password_tautology,4,student_015,False,True,False,True,False,1,0,True
password_tautology,1,student_016,False,True,False,True,False,1,0,True
password_tautology,2,student_016,False,True,False,True,False,1,0,True
password_tautology,3,student_016,False,True,False,True,False,1,0,True
password_tautology,4,student_016,False,True,False,True,False,1,0,True
password_tautology,1,student_017,False,True,False,True,False,1,0,True
password_tautology,2,student_017,False,True,False,True,False,1,0,True
password_tautology,3,student_017,False,True,False,True,False,1,0,True
password_tautology,4,student_017,False,True,False,True,False,1,0,True
password_tautology,1,student_018,False,True,False,True,False,1,0,True
password_tautology,2,student_018,False,True,False,True,False,1,0,True
password_tautology,3,student_018,False,True,False,True,False,1,0,True
password_tautology,4,student_018,False,True,False,True,False,1,0,True
password_tautology,1,student_019,False,True,False,True,False,1,0,True
password_tautology,2,student_019,False,True,False,True,False,1,0,True
password_tautology,3,student_019,False,True,False,True,False,1,0,True
password_tautology,4,student_019,False,True,False,True,False,1,0,True
password_tautology,1,student_020,False,True,False,True,False,1,0,True
password_tautology,2,student_020,False,True,False,True,False,1,0,True
password_tautology,3,student_020,False,True,False,True,False,1,0,True
password_tautology,4,student_020,False,True,False,True,False,1,0,True
password_tautology,1,student_021,False,True,False,True,False,1,0,True
password_tautology,2,student_021,False,True,False,True,False,1,0,True
password_tautology,3,student_021,False,True,False,True,False,1,0,True
password_tautology,4,student_021,False,True,False,True,False,1,0,True
password_tautology,1,student_022,False,True,False,True,False,1,0,True
password_tautology,2,student_022,False,True,False,True,False,1,0,True
password_tautology,3,student_022,False,True,False,True,False,1,0,True
password_tautology,4,student_022,False,True,False,True,False,1,0,True
password_tautology,1,student_023,False,True,False,True,False,1,0,True
password_tautology,2,student_023,False,True,False,True,False,1,0,True
password_tautology,3,student_023,False,True,False,True,False,1,0,True
password_tautology,4,student_023,False,True,False,True,False,1,0,True
password_tautology,1,student_024,False,True,False,True,False,1,0,True
password_tautology,2,student_024,False,True,False,True,False,1,0,True
password_tautology,3,student_024,False,True,False,True,False,1,0,True
password_tautology,4,student_024,False,True,False,True,False,1,0,True
comment_bypass,1,student_000,False,True,False,True,False,1,0,True
comment_bypass,2,student_000,False,True,False,True,False,1,0,True
comment_bypass,3,student_000,False,True,False,True,False,1,0,True
comment_bypass,4,student_000,False,True,False,True,False,1,0,True
comment_bypass,1,student_001,False,True,False,True,False,1,0,True
comment_bypass,2,student_001,False,True,False,True,False,1,0,True
comment_bypass,3,student_001,False,True,False,True,False,1,0,True
comment_bypass,4,student_001,False,True,False,True,False,1,0,True
comment_bypass,1,student_002,False,True,False,True,False,1,0,True
comment_bypass,2,student_002,False,True,False,True,False,1,0,True
comment_bypass,3,student_002,False,True,False,True,False,1,0,True
comment_bypass,4,student_002,False,True,False,True,False,1,0,True
comment_bypass,1,student_003,False,True,False,True,False,1,0,True
comment_bypass,2,student_003,False,True,False,True,False,1,0,True
comment_bypass,3,student_003,False,True,False,True,False,1,0,True
comment_bypass,4,student_003,False,True,False,True,False,1,0,True
comment_bypass,1,student_004,False,True,False,True,False,1,0,True
comment_bypass,2,student_004,False,True,False,True,False,1,0,True
comment_bypass,3,student_004,False,True,False,True,False,1,0,True
comment_bypass,4,student_004,False,True,False,True,False,1,0,True
comment_bypass,1,student_005,False,True,False,True,False,1,0,True
comment_bypass,2,student_005,False,True,False,True,False,1,0,True
comment_bypass,3,student_005,False,True,False,True,False,1,0,True
comment_bypass,4,student_005,False,True,False,True,False,1,0,True
comment_bypass,1,student_006,False,True,False,True,False,1,0,True
comment_bypass,2,student_006,False,True,False,True,False,1,0,True
comment_bypass,3,student_006,False,True,False,True,False,1,0,True
comment_bypass,4,student_006,False,True,False,True,False,1,0,True
comment_bypass,1,student_007,False,True,False,True,False,1,0,True
comment_bypass,2,student_007,False,True,False,True,False,1,0,True
comment_bypass,3,student_007,False,True,False,True,False,1,0,True
comment_bypass,4,student_007,False,True,False,True,False,1,0,True
comment_bypass,1,student_008,False,True,False,True,False,1,0,True
comment_bypass,2,student_008,False,True,False,True,False,1,0,True
comment_bypass,3,student_008,False,True,False,True,False,1,0,True
comment_bypass,4,student_008,False,True,False,True,False,1,0,True
comment_bypass,1,student_009,False,True,False,True,False,1,0,True
comment_bypass,2,student_009,False,True,False,True,False,1,0,True
comment_bypass,3,student_009,False,True,False,True,False,1,0,True
comment_bypass,4,student_009,False,True,False,True,False,1,0,True
comment_bypass,1,student_010,False,True,False,True,False,1,0,True
comment_bypass,2,student_010,False,True,False,True,False,1,0,True
comment_bypass,3,student_010,False,True,False,True,False,1,0,True
comment_bypass,4,student_010,False,True,False,True,False,1,0,True
comment_bypass,1,student_011,False,True,False,True,False,1,0,True
comment_bypass,2,student_011,False,True,False,True,False,1,0,True
comment_bypass,3,student_011,False,True,False,True,False,1,0,True
comment_bypass,4,student_011,False,True,False,True,False,1,0,True
comment_bypass,1,student_012,False,True,False,True,False,1,0,True
comment_bypass,2,student_012,False,True,False,True,False,1,0,True
comment_bypass,3,student_012,False,True,False,True,False,1,0,True
comment_bypass,4,student_012,False,True,False,True,False,1,0,True
comment_bypass,1,student_013,False,True,False,True,False,1,0,True
comment_bypass,2,student_013,False,True,False,True,False,1,0,True
comment_bypass,3,student_013,False,True,False,True,False,1,0,True
comment_bypass,4,student_013,False,True,False,True,False,1,0,True
comment_bypass,1,student_014,False,True,False,True,False,1,0,True
comment_bypass,2,student_014,False,True,False,True,False,1,0,True
comment_bypass,3,student_014,False,True,False,True,False,1,0,True
comment_bypass,4,student_014,False,True,False,True,False,1,0,True
comment_bypass,1,student_015,False,True,False,True,False,1,0,True
comment_bypass,2,student_015,False,True,False,True,False,1,0,True
comment_bypass,3,student_015,False,True,False,True,False,1,0,True
comment_bypass,4,student_015,False,True,False,True,False,1,0,True
comment_bypass,1,student_016,False,True,False,True,False,1,0,True
comment_bypass,2,student_016,False,True,False,True,False,1,0,True
comment_bypass,3,student_016,False,True,False,True,False,1,0,True
comment_bypass,4,student_016,False,True,False,True,False,1,0,True
comment_bypass,1,student_017,False,True,False,True,False,1,0,True
comment_bypass,2,student_017,False,True,False,True,False,1,0,True
comment_bypass,3,student_017,False,True,False,True,False,1,0,True
comment_bypass,4,student_017,False,True,False,True,False,1,0,True
comment_bypass,1,student_018,False,True,False,True,False,1,0,True
comment_bypass,2,student_018,False,True,False,True,False,1,0,True
comment_bypass,3,student_018,False,True,False,True,False,1,0,True
comment_bypass,4,student_018,False,True,False,True,False,1,0,True
comment_bypass,1,student_019,False,True,False,True,False,1,0,True
comment_bypass,2,student_019,False,True,False,True,False,1,0,True
comment_bypass,3,student_019,False,True,False,True,False,1,0,True
comment_bypass,4,student_019,False,True,False,True,False,1,0,True
comment_bypass,1,student_020,False,True,False,True,False,1,0,True
comment_bypass,2,student_020,False,True,False,True,False,1,0,True
comment_bypass,3,student_020,False,True,False,True,False,1,0,True
comment_bypass,4,student_020,False,True,False,True,False,1,0,True
comment_bypass,1,student_021,False,True,False,True,False,1,0,True
comment_bypass,2,student_021,False,True,False,True,False,1,0,True
comment_bypass,3,student_021,False,True,False,True,False,1,0,True
